,ID,Service,Rateper1000,Minorder,Maxorder,Description
0,999,All Services Disabled !,100000.00,1,1,Hello Sorry For The Inconvenience We've Disabled All Services We're Adding Fresh & Working Services In A While (12h to 48h ) (9June - 11 June )Please Be Patient !Thanks :)
