ID,Site,Product,Price/1000,Min,Max,Active,Real,Bot,No Drip,Drip,Non-drip,No Drop,Drop,Non-drop,Random,Custom,No Refill,Refill,Non-refill,Female,Male,Power,HQ,LQ,No Guarantee,Guarantee,Refund,No refund,Non-refund,Slow,Fast,Instant,Day,Hour,Bundle,Geo,From,Service
1902,,,9.5,1000,1000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Unspecified,Unspecified,PUBG ROYAL PASS -  CHEAPEST IN MARKET
1899,TikTok,view,0.006,500,1000000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Unspecified,Unspecified,TikTok Views [ 500k/DAY ] [CHEAP IN MARKET ] [ INSTANT ]
1572,Instagram,like,0.52,50,5000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Unspecified,Unspecified,Instagram Likes [ HIGH QUALITY LIKES ] [ 500-1K HRS ] [ INSTANT ]
1670,Instagram,like,0.5,50,10000,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,Unspecified,Unspecified,Instagram Like [ REAL LIKES ] [ 5K MAX ] [ INSTANT ]
1671,Instagram,like,0.63,50,75000,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Unspecified,Unspecified,Instagram Like [ REAL LIKES ] [ 50K MAX ] [ START TIME 0-15 MIN ]
1905,Instagram,like,0.78,50,200000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,Unspecified,Unspecified,Instagram Likes - [ Max 200K ][ Speed: 10K/Day ][ Non Drop ][ HQ Profile With Stories ][ Best In Market ] [ Instant ]
1906,Instagram,like,0.65,10,100000,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,Instagram Real HQ Likes - [ Max - 100K ][ Speed: 8K/Day ][ NON DROP ][ Natural Pattern ][ Start: 0-10 Min
1676,Instagram,like,0.21,50,15000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Unspecified,Unspecified,Instagram Like [ BOT - LQ ] [ 3k MAX ] [ START TIME 0-6 HRS ]
1882,Instagram,like,0.22,100,15000,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,Unspecified,Unspecified,Instagram Like [ BOT - LQ ] [ 15k MAX ] [ START TIME 0-10 MIN ]
1600,Instagram,like,0.75,100,15000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,India,Unspecified,Instagram Likes  🇮🇳 ( INDIAN )  [ Mixed Quality ] [ 5k/Hour ] [ Start Time 0-10Min ]
1907,Instagram,like,2.82,20,200000,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Arab,Unspecified,Instagram Likes 🇦🇪 ( ARABIC )  [ Max 200K] [ Speed: 5K/Day ] [ Super-High-Quality ] [ You Will Get 1M Profile followers ] Start: 0-5 Min
1909,Instagram,like,0.79,10,5000,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Russia,Unspecified,Instagram Likes 🇷🇺 ( RUSSIAN )  [ Speed: 5K/Day ][ BOT Likes ][ No Refill ] INSTANT
1911,Instagram,like,0.71,20,10000,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,Turkey,Unspecified,Instagram Likes 🇹🇷 ( TURKEY )  [ Real Mixed ][ Super Fast ][ Start: 0-5 Min
1930,Instagram,like,2.47,20,200000,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,Instagram POWER Likes - [ Max 200K][ Speed: 8K/Day ][ HQ Power Likes ][ Upto 1M followers will like your post ][ Start: 0-5 Minutes 🇦🇪
1931,Instagram,like,1.79,20,50000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,Unspecified,Unspecified,Instagram Power Likes - [ Max - 50K ][ Speed: 10K/Hour ][ Best In Market ] Start: 0-10 Min
